Maximum Requested Group Size 1,Preferred Entry Date 2,Preferred Division 2,Minimum Acceptable Group Size 2,Maximum Requested Group Size 2,Preferred Entry Date 3,Preferred Division 3,Minimum Acceptable Group Size 3,Maximum Requested Group Size 3,Results Status,Awarded Preference,Awarded Entrance Code/Name,Awarded Group Size,State
5,9/27/2023,Core Enchantment Zone,5,5,10/2/2023,Core Enchantment Zone,5,5,Unsuccessful,,,,OR
8,8/24/2023,Core Enchantment Zone,8,8,8/25/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
5,8/7/2023,Core Enchantment Zone,5,5,7/19/2023,Core Enchantment Zone,5,5,Unsuccessful,,,,WA
4,7/13/2023,Core Enchantment Zone,4,4,8/3/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,OR
6,7/27/2023,Core Enchantment Zone,6,6,8/10/2023,Eightmile/Caroline Zone,6,6,Unsuccessful,,,,WA
6,,,,,,,,,Unsuccessful,,,,WA
4,10/12/2023,Core Enchantment Zone,4,4,10/16/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
6,9/17/2023,Colchuck Zone,6,6,9/17/2023,Snow Zone,6,6,Awarded,1,Core Enchantment Zone,6,OR
6,8/24/2023,Core Enchantment Zone,6,6,8/17/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,UT
4,7/24/2023,Colchuck Zone,4,4,8/1/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
5,9/14/2023,Stuart  Zone,5,5,8/17/2023,Colchuck Zone,4,4,Unsuccessful,,,,WA
2,8/10/2023,Core Enchantment Zone,2,2,9/14/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
3,8/15/2023,Core Enchantment Zone,2,2,8/16/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,OR
2,9/1/2023,Colchuck Zone,2,2,9/8/2023,Colchuck Zone,2,2,Unsuccessful,,,,CO
2,7/10/2023,Colchuck Zone,2,2,8/6/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
4,7/27/2023,Core Enchantment Zone,4,4,8/4/2023,Core Enchantment Zone,5,5,Unsuccessful,,,,WA
2,8/12/2023,Colchuck Zone,2,2,7/15/2023,Snow Zone,2,2,Unsuccessful,,,,WA
4,8/8/2023,Snow Zone,4,4,8/8/2023,Colchuck Zone,4,4,Unsuccessful,,,,WA
6,6/12/2023,Eightmile/Caroline Zone,6,6,6/20/2023,Eightmile/Caroline Zone,6,6,Unsuccessful,,,,WA
4,,,,,,,,,Unsuccessful,,,,GA
2,8/7/2023,Colchuck Zone,2,2,8/7/2023,Colchuck Zone,2,2,Unsuccessful,,,,UT
4,7/3/2023,Core Enchantment Zone,4,4,9/2/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
8,7/1/2023,Core Enchantment Zone,8,8,7/29/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
8,6/2/2023,Core Enchantment Zone,8,8,6/3/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
6,8/21/2023,Core Enchantment Zone,6,6,8/2/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,NC
4,6/27/2023,Core Enchantment Zone,4,4,8/18/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,CA
3,8/4/2023,Colchuck Zone,3,3,7/29/2023,Core Enchantment Zone,3,3,Unsuccessful,,,,WA
7,7/26/2023,Core Enchantment Zone,7,7,8/2/2023,Core Enchantment Zone,7,7,Unsuccessful,,,,WA
4,7/26/2023,Stuart  Zone,4,4,8/7/2023,Stuart  Zone,4,4,Unsuccessful,,,,WA
4,9/13/2023,Core Enchantment Zone,4,4,,,,,Awarded,1,Core Enchantment Zone,4,NC
4,8/25/2023,Core Enchantment Zone,4,4,9/22/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,CA
4,9/19/2023,Eightmile/Caroline Zone,4,4,9/21/2023,Stuart  Zone,4,4,Unsuccessful,,,,WA
4,8/21/2023,Stuart  Zone,4,4,8/28/2023,Eightmile/Caroline Zone,4,4,Unsuccessful,,,,TX
6,8/17/2023,Core Enchantment Zone,6,6,9/23/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
4,8/1/2023,Core Enchantment Zone,4,4,8/2/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
4,8/20/2023,Snow Zone,4,4,8/27/2023,Snow Zone,4,4,Unsuccessful,,,,WA
4,9/8/2023,Colchuck Zone,4,4,9/15/2023,Colchuck Zone,4,4,Unsuccessful,,,,WA
3,7/21/2023,Core Enchantment Zone,3,3,7/24/2023,Core Enchantment Zone,3,3,Unsuccessful,,,,WA
8,7/27/2023,Snow Zone,8,8,8/24/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
4,7/11/2023,Core Enchantment Zone,4,4,7/25/2023,Snow Zone,5,5,Unsuccessful,,,,WA
5,8/10/2023,Core Enchantment Zone,5,5,8/11/2023,Core Enchantment Zone,5,5,Unsuccessful,,,,B.C.
4,8/9/2023,Stuart  Zone,4,4,8/16/2023,Colchuck Zone,4,4,Awarded,1,Eightmile/Caroline Zone,4,British Columbia
2,8/15/2023,Stuart  Zone,2,2,8/16/2023,Stuart  Zone,2,2,Unsuccessful,,,,WA
4,6/25/2023,Core Enchantment Zone,2,2,7/9/2023,Colchuck Zone,4,4,Unsuccessful,,,,WA
8,7/28/2023,Snow Zone,8,8,7/29/2023,Stuart  Zone,8,8,Unsuccessful,,,,NY
8,9/8/2023,Core Enchantment Zone,8,8,10/6/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,OR
8,8/4/2023,Core Enchantment Zone,8,8,9/1/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,OR
4,7/5/2023,Core Enchantment Zone,4,4,7/6/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,MA
8,8/11/2023,Colchuck Zone,8,8,9/1/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
2,7/24/2023,Colchuck Zone,2,2,7/24/2023,Snow Zone,2,2,Unsuccessful,,,,MA
6,6/16/2023,Core Enchantment Zone,6,6,8/4/2023,Colchuck Zone,6,6,Unsuccessful,,,,OR
4,6/10/2023,Eightmile/Caroline Zone (stock),4,4,8/19/2023,Colchuck Zone,4,4,Unsuccessful,,,,WA
4,8/22/2023,Colchuck Zone,4,4,8/22/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,OR
3,8/18/2023,Core Enchantment Zone,3,3,7/21/2023,Snow Zone,3,3,Unsuccessful,,,,WA
6,7/27/2023,Colchuck Zone,6,6,8/11/2023,Stuart  Zone,6,6,Unsuccessful,,,,WA
4,8/4/2023,Core Enchantment Zone,4,4,7/14/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,TX
5,8/14/2023,Core Enchantment Zone,5,5,8/15/2023,Core Enchantment Zone,5,5,Unsuccessful,,,,PA
8,7/1/2023,Snow Zone,8,8,8/4/2023,Snow Zone,8,8,Unsuccessful,,,,WA
6,6/9/2023,Stuart  Zone,6,6,7/14/2023,Colchuck Zone,6,6,Awarded,2,Stuart  Zone,6,WA
6,9/12/2023,Colchuck Zone,8,8,8/29/2023,Colchuck Zone,6,6,Unsuccessful,,,,WA
6,8/23/2023,Core Enchantment Zone,6,6,8/30/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,MT
8,9/7/2023,Core Enchantment Zone,8,8,9/21/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,NJ
2,7/26/2023,Snow Zone,2,2,8/23/2023,Snow Zone,2,2,Awarded,2,Snow Zone,2,WA
2,6/13/2023,Core Enchantment Zone,2,2,6/14/2023,Colchuck Zone,2,2,Unsuccessful,,,,OH
8,9/12/2023,Colchuck Zone,8,8,8/15/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
8,8/20/2023,Core Enchantment Zone,8,8,8/27/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
2,9/13/2023,Colchuck Zone,2,2,8/18/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
2,8/1/2023,Core Enchantment Zone,2,2,8/7/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
2,8/17/2023,Stuart  Zone,2,2,8/24/2023,Colchuck Zone,2,2,Unsuccessful,,,,NV
4,8/6/2023,Core Enchantment Zone,3,3,8/18/2023,Snow Zone,2,2,Unsuccessful,,,,OR
2,6/26/2023,Core Enchantment Zone,2,2,9/21/2023,Colchuck Zone,6,6,Unsuccessful,,,,WA
4,8/5/2023,Colchuck Zone,4,4,8/26/2023,Colchuck Zone,4,4,Unsuccessful,,,,WA
4,7/6/2023,Core Enchantment Zone,4,4,5/30/2023,Core Enchantment Zone,4,4,Awarded,3,Core Enchantment Zone,4,WA
2,7/5/2023,Core Enchantment Zone,2,2,9/19/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,OR
4,7/29/2023,Snow Zone,2,2,8/26/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
8,9/13/2023,Core Enchantment Zone,8,8,9/14/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
4,8/4/2023,Core Enchantment Zone,4,4,6/24/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
2,9/10/2023,Core Enchantment Zone,2,2,9/17/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
1,7/27/2023,Core Enchantment Zone,1,1,8/2/2023,Core Enchantment Zone,1,1,Unsuccessful,,,,WA
6,6/16/2023,Snow Zone,6,6,8/4/2023,Stuart  Zone,6,6,Unsuccessful,,,,CA
4,7/20/2023,Snow Zone,4,4,7/13/2023,Snow Zone,4,4,Unsuccessful,,,,WA
3,7/26/2023,Core Enchantment Zone,3,3,,,,,Unsuccessful,,,,WA
2,5/20/2023,Core Enchantment Zone,2,2,5/26/2023,Eightmile/Caroline Zone,2,2,Unsuccessful,,,,WA
1,9/18/2023,Core Enchantment Zone,1,1,7/23/2023,Colchuck Zone,4,4,Awarded,1,Core Enchantment Zone,1,WA
4,10/14/2023,Core Enchantment Zone,4,4,8/18/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
6,8/27/2023,Colchuck Zone,6,6,8/27/2023,Eightmile/Caroline Zone,6,6,Unsuccessful,,,,WA
6,8/3/2023,Snow Zone,6,6,,,,,Unsuccessful,,,,OR
4,7/28/2023,Core Enchantment Zone,4,4,9/15/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
8,7/29/2023,Core Enchantment Zone,4,4,8/5/2023,Colchuck Zone,8,8,Unsuccessful,,,,AK
4,7/8/2023,Core Enchantment Zone,4,4,8/5/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,CA
6,8/21/2023,Core Enchantment Zone,6,6,10/3/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
6,7/23/2023,Core Enchantment Zone,6,6,9/22/2023,Stuart  Zone,6,6,Unsuccessful,,,,WA
8,9/13/2023,Colchuck Zone,8,8,7/27/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
6,6/27/2023,Core Enchantment Zone,4,4,8/16/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
6,8/22/2023,Core Enchantment Zone,6,6,9/12/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
3,8/7/2023,Stuart  Zone,3,3,8/1/2023,Stuart  Zone,3,3,Unsuccessful,,,,OR
3,8/26/2023,Core Enchantment Zone,3,3,9/16/2023,Core Enchantment Zone,3,3,Unsuccessful,,,,WA
4,8/5/2023,Core Enchantment Zone,4,4,8/12/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
6,8/19/2023,Colchuck Zone,6,6,8/26/2023,Colchuck Zone,6,6,Unsuccessful,,,,FL
4,9/28/2023,Core Enchantment Zone,4,4,9/7/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
4,10/14/2023,Core Enchantment Zone,4,4,9/19/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
8,8/20/2023,Core Enchantment Zone,8,8,9/3/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,ID
2,8/7/2023,Colchuck Zone,2,2,8/7/2023,Stuart  Zone,2,2,Unsuccessful,,,,ID
2,7/3/2023,Snow Zone,2,2,7/4/2023,Snow Zone,2,2,Unsuccessful,,,,WA
6,6/30/2023,Snow Zone,6,6,7/7/2023,Snow Zone,6,6,Unsuccessful,,,,OR
2,9/15/2023,Eightmile/Caroline Zone (stock),2,2,9/18/2023,Stuart  Zone,2,2,Unsuccessful,,,,MI
6,8/26/2023,Core Enchantment Zone,6,6,7/29/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
4,9/1/2023,Core Enchantment Zone,4,4,8/18/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,OR
8,8/2/2023,Core Enchantment Zone,8,8,8/2/2023,Snow Zone,8,8,Awarded,1,Colchuck Zone,8,WA
6,8/17/2023,Core Enchantment Zone,6,6,8/17/2023,Colchuck Zone,6,6,Unsuccessful,,,,WA
3,7/16/2023,Core Enchantment Zone,3,3,7/23/2023,Core Enchantment Zone,3,3,Unsuccessful,,,,WA
2,7/22/2023,Snow Zone,2,2,7/15/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,MA
7,9/4/2023,Core Enchantment Zone,7,7,9/2/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,HI
8,10/11/2023,Snow Zone,8,8,10/18/2023,Snow Zone,8,8,Awarded,3,Snow Zone,8,WA
2,9/12/2023,Colchuck Zone,2,2,9/13/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
6,7/20/2023,Core Enchantment Zone,6,6,7/28/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,UT
4,8/11/2023,Core Enchantment Zone,4,4,8/18/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,OR
4,7/16/2023,Colchuck Zone,4,4,7/16/2023,Snow Zone,4,4,Unsuccessful,,,,WA
8,7/24/2023,Core Enchantment Zone,8,8,8/28/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
4,8/3/2023,Snow Zone,4,4,9/14/2023,Snow Zone,4,4,Unsuccessful,,,,WA
4,8/7/2023,Snow Zone,4,4,9/4/2023,Snow Zone,4,4,Unsuccessful,,,,WA
5,7/24/2023,Core Enchantment Zone,5,5,9/13/2023,Core Enchantment Zone,5,5,Unsuccessful,,,,WA
4,8/16/2023,Core Enchantment Zone,4,4,7/18/2023,Eightmile/Caroline Zone,4,4,Unsuccessful,,,,WA
6,7/10/2023,Snow Zone,6,6,9/8/2023,Core Enchantment Zone,6,6,Awarded,2,Snow Zone,6,WA
4,5/26/2023,Snow Zone,4,4,7/27/2023,Eightmile/Caroline Zone,4,4,Unsuccessful,,,,WA
3,7/2/2023,Colchuck Zone,3,3,8/27/2023,Core Enchantment Zone,3,3,Unsuccessful,,,,WA
4,8/31/2023,Core Enchantment Zone,4,4,8/11/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
2,8/10/2023,Core Enchantment Zone,2,2,8/29/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,OR
8,7/29/2023,Core Enchantment Zone,8,8,9/11/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,OR
3,8/10/2023,Snow Zone,3,3,7/27/2023,Colchuck Zone,3,3,Unsuccessful,,,,VA
8,7/17/2023,Snow Zone,6,6,7/24/2023,Colchuck Zone,6,6,Awarded,1,Snow Zone,8,WA
3,9/17/2023,Colchuck Zone,3,3,9/10/2023,Core Enchantment Zone,3,3,Unsuccessful,,,,OR
6,8/7/2023,Core Enchantment Zone,6,6,8/14/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
4,10/12/2023,Core Enchantment Zone,4,4,10/5/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,BC
2,7/31/2023,Core Enchantment Zone,2,2,8/29/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,OR
3,6/22/2023,Core Enchantment Zone,3,3,6/24/2023,Eightmile/Caroline Zone,4,4,Unsuccessful,,,,WA
2,7/28/2023,Stuart  Zone,2,2,7/14/2023,Stuart  Zone,2,2,Awarded,1,Stuart  Zone,2,WA
4,10/10/2023,Core Enchantment Zone,4,4,10/11/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
4,9/20/2023,Core Enchantment Zone,4,4,9/26/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,KY
6,9/15/2023,Colchuck Zone,6,6,9/15/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
4,9/5/2023,Snow Zone,4,4,9/5/2023,Colchuck Zone,4,4,Unsuccessful,,,,WA
6,8/5/2023,Core Enchantment Zone,6,6,8/18/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
4,6/16/2023,Core Enchantment Zone,6,6,7/21/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
5,8/4/2023,Core Enchantment Zone,5,5,8/18/2023,Core Enchantment Zone,5,5,Unsuccessful,,,,WA
3,9/16/2023,Core Enchantment Zone,3,3,10/14/2023,Core Enchantment Zone,3,3,Unsuccessful,,,,WA
4,7/18/2023,Colchuck Zone,4,4,7/25/2023,Colchuck Zone,4,4,Unsuccessful,,,,WA
7,10/6/2023,Core Enchantment Zone,7,7,10/13/2023,Core Enchantment Zone,7,7,Unsuccessful,,,,WA
6,9/8/2023,Colchuck Zone,4,4,9/8/2023,Stuart  Zone,4,4,Unsuccessful,,,,WA
6,8/17/2023,Colchuck Zone,6,6,7/20/2023,Snow Zone,6,6,Unsuccessful,,,,WA
2,9/6/2023,Core Enchantment Zone,2,2,9/14/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,NM
2,8/30/2023,Colchuck Zone,2,2,9/11/2023,Snow Zone,2,2,Unsuccessful,,,,IL
8,6/17/2023,Core Enchantment Zone,8,8,6/24/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
4,9/10/2023,Stuart Zone (stock),4,4,5/28/2023,Colchuck Zone,4,4,Unsuccessful,,,,WA
2,8/4/2023,Eightmile/Caroline Zone,3,3,7/14/2023,Colchuck Zone,2,2,Awarded,1,Eightmile/Caroline Zone,2,WA
6,7/28/2023,Colchuck Zone,6,6,7/28/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
4,,,,,,,,,Unsuccessful,,,,NY
8,9/13/2023,Core Enchantment Zone,8,8,9/20/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,OR
2,7/20/2023,Core Enchantment Zone,2,2,8/17/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
3,8/17/2023,Stuart  Zone,3,3,8/13/2023,Stuart  Zone,3,3,Unsuccessful,,,,CA
6,8/23/2023,Colchuck Zone,6,6,8/24/2023,Colchuck Zone,6,6,Unsuccessful,,,,WA
4,8/28/2023,Core Enchantment Zone,4,4,8/29/2023,Colchuck Zone,4,4,Unsuccessful,,,,CA
8,10/3/2023,Core Enchantment Zone,8,8,10/10/2023,Core Enchantment Zone,8,8,Awarded,1,Core Enchantment Zone,8,WA
5,8/28/2023,Core Enchantment Zone,5,5,9/4/2023,Core Enchantment Zone,5,5,Unsuccessful,,,,OR
2,9/2/2023,Snow Zone,2,2,8/4/2023,Snow Zone,2,2,Unsuccessful,,,,OR
6,8/9/2023,Core Enchantment Zone,6,6,8/10/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,TX
5,8/14/2023,Core Enchantment Zone,5,5,8/15/2023,Core Enchantment Zone,5,5,Unsuccessful,,,,WA
6,7/30/2023,Core Enchantment Zone,6,6,7/31/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WI
4,,,,,,,,,Unsuccessful,,,,WA
2,8/7/2023,Colchuck Zone,2,2,8/7/2023,Stuart  Zone,2,2,Unsuccessful,,,,OR
6,8/8/2023,Snow Zone,6,6,8/14/2023,Snow Zone,6,6,Unsuccessful,,,,CA
8,8/27/2023,Stuart  Zone,8,8,8/29/2023,Core Enchantment Zone,8,8,Awarded,2,Stuart  Zone,8,OR
2,8/22/2023,Snow Zone,8,8,8/23/2023,Colchuck Zone,8,8,Unsuccessful,,,,BC
2,7/8/2023,Colchuck Zone,2,2,8/20/2023,Snow Zone,2,2,Unsuccessful,,,,CA
2,7/14/2023,Core Enchantment Zone,2,2,7/15/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,CO
6,8/13/2023,Core Enchantment Zone,8,8,8/27/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
2,7/17/2023,Snow Zone,2,2,7/10/2023,Snow Zone,2,2,Unsuccessful,,,,WA
7,7/16/2023,Core Enchantment Zone,7,7,7/17/2023,Core Enchantment Zone,7,7,Unsuccessful,,,,CT
6,8/1/2023,Colchuck Zone,6,6,8/7/2023,Colchuck Zone,6,6,Unsuccessful,,,,WA
3,8/15/2023,Core Enchantment Zone,3,3,8/22/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,CA
4,,,,,,,,,Unsuccessful,,,,WA
4,8/11/2023,Snow Zone,4,4,7/14/2023,Eightmile/Caroline Zone,4,4,Unsuccessful,,,,WA
8,7/27/2023,Core Enchantment Zone,8,8,7/28/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,PA
2,10/5/2023,Snow Zone,2,2,10/12/2023,Snow Zone,2,2,Awarded,3,Snow Zone,2,WA
8,8/17/2023,Core Enchantment Zone,8,8,9/13/2023,Colchuck Zone,8,8,Unsuccessful,,,,OR
5,6/29/2023,Core Enchantment Zone,5,5,6/22/2023,Core Enchantment Zone,5,5,Unsuccessful,,,,OR
2,7/31/2023,Snow Zone,2,2,7/24/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,MT
2,9/1/2023,Core Enchantment Zone,2,2,8/18/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
4,7/18/2023,Core Enchantment Zone,4,4,7/19/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
5,9/3/2023,Colchuck Zone,5,5,9/3/2023,Snow Zone,5,5,Unsuccessful,,,,WA
4,8/25/2023,Eightmile/Caroline Zone,4,4,8/25/2023,Stuart  Zone,4,4,Unsuccessful,,,,ID
6,7/17/2023,Colchuck Zone,6,6,8/8/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
4,7/14/2023,Core Enchantment Zone,4,4,8/18/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,OR
5,8/30/2023,Core Enchantment Zone,5,5,9/6/2023,Core Enchantment Zone,5,5,Unsuccessful,,,,CO
2,7/5/2023,Colchuck Zone,2,2,7/11/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
8,8/3/2023,Core Enchantment Zone,8,8,8/4/2023,Snow Zone,8,8,Cancelled,,,,MN
4,10/6/2023,Core Enchantment Zone,2,2,9/30/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
4,8/3/2023,Core Enchantment Zone,4,4,7/12/2023,Stuart  Zone,4,4,Unsuccessful,,,,WA
2,9/5/2023,Core Enchantment Zone,2,2,9/11/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,OR
4,7/20/2023,Stuart  Zone,5,5,8/3/2023,Stuart  Zone,5,5,Unsuccessful,,,,WA
4,8/28/2023,Snow Zone,4,4,8/29/2023,Colchuck Zone,4,4,Unsuccessful,,,,WA
4,8/10/2023,Colchuck Zone,4,4,8/14/2023,Colchuck Zone,4,4,Cancelled,,,,WA
6,6/30/2023,Core Enchantment Zone,6,6,7/14/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
2,7/28/2023,Core Enchantment Zone,2,2,8/25/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
8,8/10/2023,Stuart  Zone,8,8,8/24/2023,Stuart  Zone,8,8,Unsuccessful,,,,WA
2,8/24/2023,Core Enchantment Zone,2,2,8/31/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
4,9/13/2023,Core Enchantment Zone,4,4,9/14/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
8,9/17/2023,Colchuck Zone,8,8,9/17/2023,Snow Zone,8,8,Unsuccessful,,,,WA
5,8/11/2023,Core Enchantment Zone,5,5,8/3/2023,Core Enchantment Zone,5,5,Unsuccessful,,,,WA
3,8/11/2023,Colchuck Zone,3,3,8/18/2023,Colchuck Zone,3,3,Unsuccessful,,,,TX
5,9/9/2023,Core Enchantment Zone,5,5,7/15/2023,Snow Zone,5,5,Unsuccessful,,,,WA
8,9/20/2023,Core Enchantment Zone,8,8,9/22/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
8,9/7/2023,Core Enchantment Zone,8,8,8/17/2023,Colchuck Zone,8,8,Unsuccessful,,,,WA
2,8/15/2023,Snow Zone,2,2,8/27/2023,Colchuck Zone,2,2,Unsuccessful,,,,WA
6,8/24/2023,Core Enchantment Zone,6,6,9/11/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,OR
4,6/7/2023,Stuart  Zone,4,4,6/21/2023,Snow Zone,4,4,Awarded,2,Stuart  Zone,4,WA
2,10/7/2023,Colchuck Zone,4,4,9/30/2023,Core Enchantment Zone,2,2,Awarded,1,Eightmile/Caroline Zone,2,OR
8,7/29/2023,Colchuck Zone,8,8,7/29/2023,Stuart  Zone,8,8,Unsuccessful,,,,CA
6,8/15/2023,Core Enchantment Zone,6,6,8/20/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
4,10/6/2023,Core Enchantment Zone,4,4,9/23/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
7,8/9/2023,Colchuck Zone,7,7,7/27/2023,Colchuck Zone,7,7,Unsuccessful,,,,WA
8,8/7/2023,Colchuck Zone,8,8,8/9/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
4,6/15/2023,Colchuck Zone,4,4,6/28/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
1,8/13/2023,Core Enchantment Zone,1,1,8/26/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
4,8/23/2023,Core Enchantment Zone,4,4,8/24/2023,Snow Zone,4,4,Unsuccessful,,,,WA
6,8/9/2023,Colchuck Zone,6,6,8/10/2023,Core Enchantment Zone,6,6,Awarded,2,Colchuck Zone,6,CA
2,7/27/2023,Core Enchantment Zone,2,2,8/3/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
8,10/26/2023,Core Enchantment Zone,8,8,8/18/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,OR
4,8/11/2023,Colchuck Zone,2,2,7/21/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,OR
5,9/10/2023,Core Enchantment Zone,5,5,9/17/2023,Core Enchantment Zone,5,5,Unsuccessful,,,,CO
8,8/15/2023,Core Enchantment Zone,8,8,9/5/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
3,6/7/2023,Core Enchantment Zone,3,3,6/7/2023,Snow Zone,3,3,Awarded,3,Snow Zone,3,GA
5,8/9/2023,Core Enchantment Zone,5,5,8/9/2023,Core Enchantment Zone,5,5,Unsuccessful,,,,BC 
4,8/24/2023,Colchuck Zone,4,4,10/19/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,OR
2,9/3/2023,Core Enchantment Zone,2,2,7/2/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
4,7/29/2023,Core Enchantment Zone,4,4,8/5/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
2,5/25/2023,Stuart  Zone,2,2,5/26/2023,Stuart  Zone,2,2,Awarded,2,Stuart  Zone,2,AR
2,8/6/2023,Colchuck Zone,2,2,8/9/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,OR
2,9/29/2023,Core Enchantment Zone,2,2,10/13/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
6,9/13/2023,Core Enchantment Zone,6,6,9/13/2023,Stuart  Zone,6,6,Awarded,3,Stuart  Zone,6,ID
