Maximum Requested Group Size 1,Preferred Entry Date 2,Preferred Division 2,Minimum Acceptable Group Size 2,Maximum Requested Group Size 2,Preferred Entry Date 3,Preferred Division 3,Minimum Acceptable Group Size 3,Maximum Requested Group Size 3,Results Status,Awarded Preference,Awarded Entrance Code/Name,Awarded Group Size,State
4,8/1/2023,Core Enchantment Zone,4,4,7/30/2023,Colchuck Zone,4,4,Unsuccessful,,,,WA
4,7/19/2023,Core Enchantment Zone,4,4,7/26/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
8,8/17/2023,Core Enchantment Zone,8,8,10/12/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
4,8/8/2023,Core Enchantment Zone,2,2,8/9/2023,Snow Zone,6,6,Awarded,3,Snow Zone,6,WA
6,7/22/2023,Core Enchantment Zone,2,2,7/29/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
6,8/8/2023,Snow Zone,6,6,8/7/2023,Snow Zone,6,6,Unsuccessful,,,,ON
5,8/12/2023,Core Enchantment Zone,5,5,10/6/2023,Core Enchantment Zone,5,5,Unsuccessful,,,,WA
1,9/7/2023,Snow Zone,1,1,8/31/2023,Snow Zone,1,1,Unsuccessful,,,,FL
8,7/28/2023,Core Enchantment Zone,8,8,8/4/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
3,6/13/2023,Colchuck Zone,3,3,6/9/2023,Core Enchantment Zone,3,3,Awarded,1,Stuart  Zone,3,WA
3,8/14/2023,Colchuck Zone,3,3,9/11/2023,Core Enchantment Zone,3,3,Unsuccessful,,,,NM
6,7/14/2023,Core Enchantment Zone,6,6,8/11/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
7,7/28/2023,Core Enchantment Zone,7,7,7/22/2023,Core Enchantment Zone,7,7,Unsuccessful,,,,WA
4,7/24/2023,Snow Zone,4,4,8/8/2023,Snow Zone,4,4,Unsuccessful,,,,WA
2,8/11/2023,Colchuck Zone,2,2,8/18/2023,Snow Zone,2,2,Unsuccessful,,,,CO
8,8/24/2023,Snow Zone,8,8,9/7/2023,Stuart  Zone,8,8,Unsuccessful,,,,WA
2,7/21/2023,Stuart  Zone,4,4,9/8/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
5,8/24/2023,Colchuck Zone,5,5,7/20/2023,Core Enchantment Zone,5,5,Unsuccessful,,,,WA
6,8/8/2023,Colchuck Zone,6,6,8/6/2023,Stuart  Zone,6,6,Unsuccessful,,,,OR
2,9/21/2023,Stuart  Zone,2,2,9/27/2023,Stuart  Zone,2,2,Unsuccessful,,,,CA
3,7/15/2023,Core Enchantment Zone,3,3,9/7/2023,Core Enchantment Zone,3,3,Unsuccessful,,,,OR
4,8/5/2023,Core Enchantment Zone,4,4,8/11/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
4,8/6/2023,Colchuck Zone,6,6,8/20/2023,Colchuck Zone,6,6,Unsuccessful,,,,WA
6,7/21/2023,Core Enchantment Zone,6,6,6/23/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
4,8/11/2023,Colchuck Zone,4,4,8/26/2023,Colchuck Zone,4,4,Unsuccessful,,,,WA
8,8/4/2023,Stuart  Zone,8,8,8/11/2023,Stuart  Zone,8,8,Unsuccessful,,,,WA
2,8/6/2023,Core Enchantment Zone,2,2,,,,,Unsuccessful,,,,WA
4,9/10/2023,Snow Zone,4,4,9/3/2023,Snow Zone,4,4,Unsuccessful,,,,WI
2,9/12/2023,Core Enchantment Zone,2,2,8/16/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
6,7/28/2023,Colchuck Zone,6,6,8/11/2023,Stuart  Zone,6,6,Unsuccessful,,,,OR
8,8/11/2023,Snow Zone,8,8,8/25/2023,Snow Zone,8,8,Unsuccessful,,,,OR
2,9/13/2023,Core Enchantment Zone,2,2,9/12/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,IL
6,7/12/2023,Stuart  Zone,6,6,8/2/2023,Colchuck Zone,6,6,Unsuccessful,,,,WA
4,8/10/2023,Eightmile/Caroline Zone,4,4,8/17/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
6,6/23/2023,Core Enchantment Zone,6,6,6/16/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
2,9/17/2023,Snow Zone,2,2,10/1/2023,Snow Zone,2,2,Unsuccessful,,,,NY
3,6/27/2023,Core Enchantment Zone,3,3,6/28/2023,Core Enchantment Zone,3,3,Awarded,1,Snow Zone,3,WA
5,9/29/2023,Core Enchantment Zone,5,5,10/1/2023,Core Enchantment Zone,5,5,Unsuccessful,,,,WA
3,8/9/2023,Colchuck Zone,4,4,8/8/2023,Snow Zone,4,4,Unsuccessful,,,,WA
8,9/12/2023,Core Enchantment Zone,8,8,9/19/2023,Eightmile/Caroline Zone,8,8,Unsuccessful,,,,UT
8,7/25/2023,Core Enchantment Zone,8,8,8/22/2023,Colchuck Zone,8,8,Unsuccessful,,,,UT
4,6/23/2023,Colchuck Zone,4,4,7/21/2023,Colchuck Zone,4,4,Unsuccessful,,,,WA
4,8/11/2023,Snow Zone,4,4,8/13/2023,Core Enchantment Zone,4,4,Awarded,2,Snow Zone,4,WA
4,7/18/2023,Core Enchantment Zone,4,4,9/5/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
6,9/21/2023,Core Enchantment Zone,5,5,9/24/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
4,9/30/2023,Core Enchantment Zone,4,4,8/19/2023,Colchuck Zone,4,4,Unsuccessful,,,,BC
4,8/26/2023,Core Enchantment Zone,4,4,9/2/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
5,7/27/2023,Core Enchantment Zone,5,5,7/28/2023,Colchuck Zone,5,5,Unsuccessful,,,,OR
2,5/24/2023,Core Enchantment Zone,2,2,5/31/2023,Colchuck Zone,2,2,Awarded,1,Core Enchantment Zone,2,WA
8,6/28/2023,Core Enchantment Zone,8,8,6/29/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
4,7/27/2023,Core Enchantment Zone,4,4,,,,,Unsuccessful,,,,WA
4,8/23/2023,Stuart  Zone,4,4,8/20/2023,Stuart  Zone,4,4,Unsuccessful,,,,CA
6,9/2/2023,Core Enchantment Zone,6,6,9/2/2023,Colchuck Zone,6,6,Unsuccessful,,,,WA
4,,,,,,,,,Unsuccessful,,,,WA
6,9/18/2023,Stuart  Zone,6,6,9/19/2023,Stuart  Zone,6,6,Unsuccessful,,,,OR
4,9/20/2023,Colchuck Zone,5,5,9/12/2023,Eightmile/Caroline Zone,5,5,Unsuccessful,,,,VA
2,8/15/2023,Core Enchantment Zone,2,2,8/16/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,CA
4,7/2/2023,Snow Zone,4,4,7/29/2023,Colchuck Zone,4,4,Unsuccessful,,,,WA
5,9/29/2023,Core Enchantment Zone,5,5,9/28/2023,Eightmile/Caroline Zone,2,2,Unsuccessful,,,,WA
1,9/21/2023,Core Enchantment Zone,1,1,9/28/2023,Core Enchantment Zone,1,1,Unsuccessful,,,,CO
2,7/31/2023,Colchuck Zone,3,3,7/24/2023,Colchuck Zone,3,3,Unsuccessful,,,,WA
4,8/5/2023,Stuart  Zone,4,4,9/1/2023,Eightmile/Caroline Zone,4,4,Unsuccessful,,,,OR
4,9/16/2023,Core Enchantment Zone,4,4,7/29/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
6,10/16/2023,Core Enchantment Zone,6,6,10/23/2023,Stuart  Zone,6,6,Awarded,3,Stuart  Zone,6,WA
8,6/28/2023,Core Enchantment Zone,8,8,7/18/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
2,8/11/2023,Core Enchantment Zone,2,2,8/18/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
6,8/16/2023,Snow Zone,8,8,9/20/2023,Snow Zone,8,8,Awarded,3,Snow Zone,8,WA
8,7/23/2023,Colchuck Zone,8,8,8/6/2023,Colchuck Zone,8,8,Unsuccessful,,,,WA
8,8/27/2023,Colchuck Zone,8,8,8/20/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
8,8/2/2023,Snow Zone,8,8,8/3/2023,Snow Zone,8,8,Unsuccessful,,,,UT
2,7/18/2023,Colchuck Zone,4,4,,,,,Unsuccessful,,,,WA
2,7/16/2023,Core Enchantment Zone,2,2,7/30/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
2,10/11/2023,Core Enchantment Zone,3,3,9/6/2023,Colchuck Zone,2,2,Unsuccessful,,,,OR
8,8/11/2023,Core Enchantment Zone,8,8,6/22/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
2,8/16/2023,Core Enchantment Zone,2,2,8/17/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,OR
4,7/31/2023,Core Enchantment Zone,4,4,8/26/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
4,8/12/2023,Core Enchantment Zone,4,4,8/13/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
6,7/27/2023,Core Enchantment Zone,4,4,8/3/2023,Snow Zone,6,6,Unsuccessful,,,,WA
4,7/10/2023,Colchuck Zone,4,4,7/9/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,CO
4,9/30/2023,Core Enchantment Zone,4,4,10/7/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
3,7/24/2023,Stuart  Zone,3,3,7/31/2023,Colchuck Zone,3,3,Unsuccessful,,,,WA
6,10/1/2023,Stuart  Zone,6,6,7/30/2023,Colchuck Zone,6,6,Awarded,1,Snow Zone,6,WA
6,8/25/2023,Snow Zone,6,6,9/7/2023,Snow Zone,6,6,Unsuccessful,,,,WA
2,9/15/2023,Colchuck Zone,2,2,9/8/2023,Snow Zone,2,2,Unsuccessful,,,,WA
5,9/2/2023,Core Enchantment Zone,5,5,9/9/2023,Colchuck Zone,5,5,Unsuccessful,,,,WA
2,9/5/2023,Core Enchantment Zone,2,2,9/6/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,AL
5,8/16/2023,Core Enchantment Zone,5,5,8/30/2023,Core Enchantment Zone,5,5,Unsuccessful,,,,WA
4,8/8/2023,Colchuck Zone,4,4,8/1/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
6,8/11/2023,Core Enchantment Zone,6,6,8/18/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
8,9/29/2023,Colchuck Zone,8,8,7/21/2023,Stuart  Zone,8,8,Unsuccessful,,,,WA
4,9/18/2023,Stuart  Zone,4,4,9/18/2023,Colchuck Zone,4,4,Unsuccessful,,,,CO
6,7/25/2023,Eightmile/Caroline Zone,6,6,7/26/2023,Eightmile/Caroline Zone,6,6,Unsuccessful,,,,ID
8,8/23/2023,Colchuck Zone,8,8,8/31/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
2,8/10/2023,Snow Zone,2,2,8/3/2023,Snow Zone,2,2,Unsuccessful,,,,WA
2,8/2/2023,Eightmile/Caroline Zone,2,2,8/2/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
2,9/3/2023,Core Enchantment Zone,2,2,8/27/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
4,7/20/2023,Core Enchantment Zone,4,4,9/7/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
4,9/17/2023,Colchuck Zone,4,4,10/1/2023,Colchuck Zone,4,4,Unsuccessful,,,,WA
6,7/7/2023,Core Enchantment Zone,2,2,7/15/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
8,9/6/2023,Core Enchantment Zone,8,8,8/23/2023,Colchuck Zone,8,8,Unsuccessful,,,,WA
4,8/24/2023,Core Enchantment Zone,4,4,8/31/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
2,8/22/2023,Core Enchantment Zone,2,2,8/8/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
8,8/10/2023,Core Enchantment Zone,8,8,8/17/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
3,7/20/2023,Core Enchantment Zone,3,3,8/3/2023,Core Enchantment Zone,3,3,Unsuccessful,,,,WA
5,9/6/2023,Core Enchantment Zone,4,4,9/20/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
6,8/23/2023,Snow Zone,6,6,8/23/2023,Colchuck Zone,6,6,Unsuccessful,,,,WA
8,7/18/2023,Core Enchantment Zone,8,8,7/25/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
4,8/1/2023,Snow Zone,4,4,7/6/2023,Eightmile/Caroline Zone,4,4,Unsuccessful,,,,WA
2,9/16/2023,Core Enchantment Zone,5,5,10/1/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,CA
2,7/26/2023,Core Enchantment Zone,2,2,8/1/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,OR
4,7/7/2023,Core Enchantment Zone,4,4,7/7/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
4,9/14/2023,Core Enchantment Zone,4,4,10/12/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,DC
2,7/11/2023,Core Enchantment Zone,2,2,7/18/2023,Core Enchantment Zone,2,2,Awarded,1,Core Enchantment Zone,2,WA
6,7/19/2023,Core Enchantment Zone,4,4,9/6/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
5,9/1/2023,Core Enchantment Zone,5,5,7/13/2023,Core Enchantment Zone,5,5,Unsuccessful,,,,CA
6,7/8/2023,Core Enchantment Zone,6,6,6/10/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,British Columbia
4,9/12/2023,Snow Zone,4,4,9/6/2023,Snow Zone,4,4,Unsuccessful,,,,WA
6,9/14/2023,Core Enchantment Zone,6,6,9/11/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
4,5/21/2023,Core Enchantment Zone,4,4,6/22/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
2,5/26/2023,Stuart  Zone,2,2,5/26/2023,Snow Zone,2,2,Unsuccessful,,,,WA
5,8/19/2023,Snow Zone,5,5,9/9/2023,Core Enchantment Zone,5,5,Unsuccessful,,,,WA
4,7/24/2023,Stuart  Zone,4,4,8/14/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
2,6/9/2023,Snow Zone,2,2,6/2/2023,Snow Zone,2,2,Unsuccessful,,,,WA
4,8/25/2023,Core Enchantment Zone,4,4,8/11/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
4,9/15/2023,Colchuck Zone,4,4,,,,,Unsuccessful,,,,OR
4,9/8/2023,Core Enchantment Zone,4,4,9/1/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,OR
4,10/11/2023,Core Enchantment Zone,4,4,10/17/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,ID
8,9/15/2023,Core Enchantment Zone,8,8,8/25/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,FL
4,7/27/2023,Snow Zone,4,4,7/27/2023,Colchuck Zone,4,4,Unsuccessful,,,,OR
4,8/19/2023,Core Enchantment Zone,4,4,9/13/2023,Snow Zone,4,4,Unsuccessful,,,,OR
6,7/14/2023,Stuart  Zone,6,6,7/21/2023,Stuart  Zone,6,6,Unsuccessful,,,,WA
6,7/21/2023,Core Enchantment Zone,6,6,7/28/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
6,8/6/2023,Snow Zone,6,6,8/6/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,CO
4,8/18/2023,Core Enchantment Zone,4,4,7/21/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
2,9/29/2023,Colchuck Zone,2,2,10/1/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
6,9/1/2023,Colchuck Zone,6,6,7/14/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
6,7/31/2023,Eightmile/Caroline Zone,6,6,6/26/2023,Eightmile/Caroline Zone,6,6,Unsuccessful,,,,WA
4,9/6/2023,Core Enchantment Zone,4,4,9/7/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
2,8/14/2023,Core Enchantment Zone,4,4,8/21/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,CO
3,7/25/2023,Core Enchantment Zone,3,3,8/3/2023,Core Enchantment Zone,3,3,Unsuccessful,,,,WA
4,8/18/2023,Core Enchantment Zone,4,4,9/1/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
6,9/18/2023,Colchuck Zone,8,8,10/8/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
2,10/7/2023,Core Enchantment Zone,2,2,10/6/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
2,9/5/2023,Core Enchantment Zone,2,2,9/5/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,OR
4,7/1/2023,Colchuck Zone,4,4,7/15/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
8,7/21/2023,Snow Zone,8,8,7/22/2023,Snow Zone,8,8,Unsuccessful,,,,WA
4,8/10/2023,Colchuck Zone,4,4,8/9/2023,Stuart  Zone,4,4,Unsuccessful,,,,WA
5,9/20/2023,Core Enchantment Zone,5,5,9/6/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,OR
5,7/10/2023,Core Enchantment Zone,5,5,7/12/2023,Core Enchantment Zone,5,5,Unsuccessful,,,,WA
6,8/13/2023,Core Enchantment Zone,6,6,8/20/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
2,8/31/2023,Core Enchantment Zone,2,2,9/1/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
3,8/3/2023,Colchuck Zone,3,3,6/22/2023,Core Enchantment Zone,3,3,Unsuccessful,,,,OR
4,7/15/2023,Colchuck Zone,4,4,8/12/2023,Colchuck Zone,4,4,Unsuccessful,,,,WA
4,7/11/2023,Core Enchantment Zone,4,4,7/5/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
8,10/6/2023,Core Enchantment Zone,8,8,9/29/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,OR
4,8/9/2023,Snow Zone,4,4,8/2/2023,Colchuck Zone,4,4,Unsuccessful,,,,WA
2,7/18/2023,Core Enchantment Zone,2,2,8/15/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
4,7/18/2023,Core Enchantment Zone,4,4,6/23/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,CA
8,8/13/2023,Core Enchantment Zone,8,8,7/9/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
8,9/17/2023,Colchuck Zone,8,8,9/24/2023,Colchuck Zone,8,8,Unsuccessful,,,,CA
5,9/14/2023,Eightmile/Caroline Zone,5,5,9/21/2023,Snow Zone,5,5,Unsuccessful,,,,ID
8,7/19/2023,Colchuck Zone,8,8,7/19/2023,Snow Zone,8,8,Unsuccessful,,,,CA
2,7/26/2023,Colchuck Zone,2,2,7/25/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,OR
6,8/31/2023,Colchuck Zone,8,8,9/21/2023,Snow Zone,8,8,Unsuccessful,,,,WA
8,7/30/2023,Snow Zone,8,8,8/6/2023,Snow Zone,8,8,Awarded,1,Snow Zone,8,WA
4,7/7/2023,Core Enchantment Zone,4,4,7/21/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
2,7/30/2023,Core Enchantment Zone,5,5,7/30/2023,Snow Zone,2,2,Unsuccessful,,,,WA
2,10/3/2023,Core Enchantment Zone,2,2,10/2/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,CO
4,8/23/2023,Core Enchantment Zone,4,4,8/25/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
3,,,,,,,,,Unsuccessful,,,,WA
8,7/14/2023,Core Enchantment Zone,8,8,7/21/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
2,8/5/2023,Core Enchantment Zone,2,2,8/12/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,CO
2,8/8/2023,Core Enchantment Zone,2,2,8/8/2023,Colchuck Zone,2,2,Unsuccessful,,,,WA
2,7/20/2023,Core Enchantment Zone,2,2,7/27/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
2,8/25/2023,Stuart  Zone,2,2,8/18/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
4,7/17/2023,Core Enchantment Zone,6,6,7/26/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
8,7/22/2023,Core Enchantment Zone,8,8,8/19/2023,Colchuck Zone,8,8,Unsuccessful,,,,WA
4,9/16/2023,Colchuck Zone,8,8,9/9/2023,Snow Zone,8,8,Unsuccessful,,,,WA
6,10/7/2023,Core Enchantment Zone,6,6,7/28/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,ID
4,8/16/2023,Snow Zone,4,4,8/10/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
8,7/20/2023,Core Enchantment Zone,8,8,7/20/2023,Colchuck Zone,8,8,Unsuccessful,,,,WA
2,8/22/2023,Stuart  Zone,2,2,5/30/2023,Colchuck Zone,2,2,Unsuccessful,,,,WA
4,9/21/2023,Stuart  Zone,4,4,9/21/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
1,9/18/2023,Snow Zone,1,1,,,,,Unsuccessful,,,,OR
5,8/8/2023,Colchuck Zone,5,5,8/9/2023,Colchuck Zone,5,5,Unsuccessful,,,,WA
6,8/10/2023,Core Enchantment Zone,6,6,8/24/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
8,10/9/2023,Core Enchantment Zone,8,8,10/15/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
6,7/14/2023,Core Enchantment Zone,6,6,8/18/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
4,8/17/2023,Stuart  Zone,5,5,8/17/2023,Stuart  Zone,5,5,Unsuccessful,,,,WA
4,8/11/2023,Core Enchantment Zone,4,4,8/25/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
6,6/17/2023,Core Enchantment Zone,6,6,6/3/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
8,9/16/2023,Snow Zone,8,8,9/16/2023,Stuart  Zone,8,8,Awarded,1,Colchuck Zone,8,WA
8,9/24/2023,Colchuck Zone,8,8,10/1/2023,Colchuck Zone,8,8,Unsuccessful,,,,WA
5,7/26/2023,Core Enchantment Zone,5,5,8/2/2023,Core Enchantment Zone,5,5,Unsuccessful,,,,WA
2,9/17/2023,Snow Zone,2,2,9/17/2023,Colchuck Zone,2,2,Unsuccessful,,,,UT
8,7/23/2023,Core Enchantment Zone,8,8,6/25/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
2,8/18/2023,Core Enchantment Zone,2,2,7/28/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
5,8/13/2023,Snow Zone,5,5,9/30/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
6,7/28/2023,Colchuck Zone,6,6,8/4/2023,Colchuck Zone,6,6,Unsuccessful,,,,WA
4,8/21/2023,Core Enchantment Zone,4,4,8/28/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
2,8/11/2023,Colchuck Zone,2,2,7/21/2023,Colchuck Zone,2,2,Unsuccessful,,,,BC
4,7/10/2023,Core Enchantment Zone,4,4,8/14/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
6,8/4/2023,Core Enchantment Zone,6,6,9/1/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,OR
4,7/6/2023,Core Enchantment Zone,4,4,8/3/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,ID
3,8/11/2023,Core Enchantment Zone,3,3,8/18/2023,Core Enchantment Zone,3,3,Unsuccessful,,,,WA
2,7/1/2023,Snow Zone,2,2,7/22/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
6,9/27/2023,Core Enchantment Zone,6,6,9/28/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
2,7/20/2023,Snow Zone,2,2,7/20/2023,Stuart  Zone,2,2,Unsuccessful,,,,WA
8,7/30/2023,Snow Zone,8,8,8/6/2023,Snow Zone,8,8,Awarded,1,Snow Zone,8,WA
2,7/19/2023,Core Enchantment Zone,2,2,7/17/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,IL
8,9/11/2023,Core Enchantment Zone,8,8,9/11/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
1,7/26/2023,Core Enchantment Zone,1,1,,,,,Unsuccessful,,,,OR
3,8/9/2023,Core Enchantment Zone,3,3,8/16/2023,Core Enchantment Zone,3,3,Unsuccessful,,,,AZ
8,9/1/2023,Core Enchantment Zone,8,8,9/1/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,OR
4,8/20/2023,Colchuck Zone,4,4,8/20/2023,Snow Zone,4,4,Unsuccessful,,,,WA
4,8/16/2023,Core Enchantment Zone,4,4,6/23/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
4,9/1/2023,Core Enchantment Zone,4,4,9/3/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
4,8/12/2023,Core Enchantment Zone,4,4,8/26/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
4,8/30/2023,Core Enchantment Zone,4,4,9/4/2023,Colchuck Zone,4,4,Unsuccessful,,,,WA
4,9/13/2023,Core Enchantment Zone,4,4,9/13/2023,Snow Zone,4,4,Unsuccessful,,,,WA
2,8/25/2023,Stuart  Zone,2,2,7/31/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
6,8/23/2023,Core Enchantment Zone,6,6,9/13/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
4,8/27/2023,Core Enchantment Zone,4,4,9/24/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
2,9/23/2023,Core Enchantment Zone,2,2,9/9/2023,Colchuck Zone,2,2,Unsuccessful,,,,WA
4,10/8/2023,Colchuck Zone,4,4,8/26/2023,Snow Zone,4,4,Unsuccessful,,,,WA
4,7/12/2023,Core Enchantment Zone,4,4,6/29/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
4,6/14/2023,Core Enchantment Zone,4,4,8/16/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
7,8/18/2023,Colchuck Zone,7,7,9/9/2023,Core Enchantment Zone,7,7,Unsuccessful,,,,WA
4,7/27/2023,Core Enchantment Zone,4,4,8/1/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
4,5/26/2023,Core Enchantment Zone,4,4,5/26/2023,Snow Zone,4,4,Awarded,1,Colchuck Zone,4,OR
2,9/18/2023,Colchuck Zone,2,2,9/12/2023,Colchuck Zone,2,2,Unsuccessful,,,,AZ
8,9/19/2023,Core Enchantment Zone,8,8,9/20/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
8,9/16/2023,Core Enchantment Zone,8,8,9/9/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,OR
2,10/8/2023,Core Enchantment Zone,2,2,8/24/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
6,7/22/2023,Core Enchantment Zone,4,4,7/15/2023,Colchuck Zone,4,4,Unsuccessful,,,,CA
8,9/9/2023,Core Enchantment Zone,8,8,8/26/2023,Colchuck Zone,8,8,Unsuccessful,,,,WA
8,8/4/2023,Core Enchantment Zone,8,8,8/11/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,CA
2,8/11/2023,Snow Zone,2,2,,,,,Unsuccessful,,,,WA
6,6/14/2023,Core Enchantment Zone,6,6,6/21/2023,Core Enchantment Zone,6,6,Awarded,1,Core Enchantment Zone,6,WA
